Country,Rank,Index,Name Group,Localized Name,Romanized Name,Count,Percent,space_localized_name,tokenized_name,token_length,Sub_Region
BE,2.0,2,BE-2,Janssens,Janssens,28532.0,, Janssens,"[128000, 622, 598, 82, 729]",5,Western Europe
FR,2.0,2,FR-2,Bernard,Bernard,105132.0,, Bernard,"[128000, 35352]",2,Western Europe
LU,2.0,2,LU-2,Muller,Muller,1473.0,, Muller,"[128000, 52627, 261]",3,Western Europe
NL,2.0,2,NL-2,Jansen,Jansen,75699.0,0.0046, Jansen,"[128000, 622, 61965]",3,Western Europe
CH,2.0,2,CH-2,Meier,Meier,19150.0,, Meier,"[128000, 2206, 1291]",3,Western Europe
AT,3.0,3,AT-3,Bauer,Bauer,30208.0,0.0034, Bauer,"[128000, 79701]",2,Western Europe
BE,3.0,3,BE-3,Maes,Maes,24594.0,, Maes,"[128000, 11583, 288]",3,Western Europe
NL,3.0,3,NL-3,De Vries,De Vries,73157.0,0.0045, De Vries,"[128000, 1611, 650, 4108]",4,Western Europe
AT,4.0,4,AT-4,Wagner,Wagner,27763.0,0.0031, Wagner,"[128000, 52475]",2,Western Europe
BE,4.0,4,BE-4,Jacobs,Jacobs,19077.0,, Jacobs,"[128000, 52756]",2,Western Europe
FR,4.0,4,FR-4,Thomas,Thomas,95387.0,, Thomas,"[128000, 11355]",2,Western Europe
NL,4.0,4,NL-4,Van den Berg,Van den Berg,60130.0,0.0037, Van den Berg,"[128000, 13000, 3453, 31782]",4,Western Europe
CH,4.0,4,CH-4,Keller,Keller,13000.0,, Keller,"[128000, 66603]",2,Western Europe
AT,5.0,5,AT-5,Müller,Müller,26975.0,0.003, Müller,"[128000, 100018]",2,Western Europe
BE,5.0,5,BE-5,Mertens,Mertens,17906.0,, Mertens,"[128000, 386, 531, 729]",4,Western Europe
FR,5.0,5,FR-5,Robert,Robert,91393.0,, Robert,"[128000, 8563]",2,Western Europe
DE,5.0,5,DE-5,Meyer,Meyer,274560.0,0.0033, Meyer,"[128000, 48290]",2,Western Europe
NL,5.0,5,NL-5,Van Dijk,Van Dijk,57944.0,0.0035, Van Dijk,"[128000, 13000, 423, 19275]",4,Western Europe
NL,5.0,5,NL-5,Van Dyk,Van Dyk,57944.0,0.0035, Van Dyk,"[128000, 13000, 43048, 74]",4,Western Europe
AT,6.0,6,AT-6,Pichler,Pichler,24655.0,0.0028, Pichler,"[128000, 393, 718, 1565]",4,Western Europe
BE,6.0,6,BE-6,Willems,Willems,17747.0,, Willems,"[128000, 468, 4618, 1026]",4,Western Europe
FR,6.0,6,FR-6,Richard,Richard,90689.0,, Richard,"[128000, 12131]",2,Western Europe
LU,6.0,6,LU-6,Thill,Thill,1027.0,, Thill,"[128000, 666, 484]",3,Western Europe
NL,6.0,6,NL-6,Bakker,Bakker,56864.0,0.0035, Bakker,"[128000, 36769, 7197]",3,Western Europe
AT,7.0,7,AT-7,Steiner,Steiner,24297.0,0.0027, Steiner,"[128000, 3441, 10670]",3,Western Europe
BE,7.0,7,BE-7,Claes,Claes,15798.0,, Claes,"[128000, 57438, 288]",3,Western Europe
FR,7.0,7,FR-7,Petit,Petit,88318.0,, Petit,"[128000, 92917]",2,Western Europe
LU,7.0,7,LU-7,Schmitz,Schmitz,939.0,, Schmitz,"[128000, 5124, 1800, 89]",4,Western Europe
NL,7.0,7,NL-7,Janssen,Janssen,55394.0,0.0034, Janssen,"[128000, 622, 598, 12021]",4,Western Europe
AT,8.0,8,AT-8,Moser,Moser,23948.0,0.0027, Moser,"[128000, 12847, 261]",3,Western Europe
BE,8.0,8,BE-8,Goossens,Goossens,15269.0,, Goossens,"[128000, 6122, 3746, 729]",4,Western Europe
FR,8.0,8,FR-8,Durand,Durand,84252.0,, Durand,"[128000, 20742, 438]",3,Western Europe
DE,8.0,8,DE-8,Schulz,Schulz,224640.0,0.0027, Schulz,"[128000, 54090, 89]",3,Western Europe
